,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,YrSold,SaleType,SaleCondition,SalePrice,MixedExterior,TotalBath,HouseAge,YrSinceRemod,Remodeled,SeasonSold,TotalSF,NewHouse
60,60,61,20,RL,63.0,13072,None,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,217,1158,Ex,Y,SBrkr,1158,0,1158,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,Y,0,50,0,None,2006,New,Partial,158000,1,2.5,2,2,True,Spring,2316,0
61,61,62,75,RM,60.0,7200,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,Gable,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,530,TA,N,SBrkr,581,530,1111,3,1,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,288,TA,N,0,0,1,None,2007,WD,Normal,101000,1,1.0,87,11,False,Spring,1641,0
62,62,63,120,RL,44.0,6442,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,Gable,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1346,1370,Ex,Y,SBrkr,1370,0,1370,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,Y,120,49,0,None,2007,WD,Normal,202500,1,2.0,1,1,True,Fall,2740,1
63,63,64,70,RM,50.0,10300,None,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,Gable,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576,576,Gd,Y,SBrkr,902,808,1710,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,480,TA,Y,12,11,1,GdPrv,2010,WD,Normal,140000,1,2.0,89,60,False,Spring,2286,0
64,64,65,60,RL,70.0,9375,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,318,1057,Ex,Y,SBrkr,1057,977,2034,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,Y,576,36,0,GdPrv,2009,WD,Normal,219500,1,3.5,12,11,False,Winter,3091,0
65,65,66,60,RL,76.0,9591,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143,1143,Ex,Y,SBrkr,1143,1330,2473,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,Y,192,151,0,None,2007,WD,Normal,317000,1,2.5,3,2,False,Fall,3616,0
66,66,67,20,RL,73.0,19900,None,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,Gable,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1035,1947,TA,Y,SBrkr,2207,0,2207,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,Y,301,0,0,None,2010,WD,Normal,180000,1,3.0,40,21,False,Summer,4154,0
67,67,68,20,RL,72.0,10665,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,440,1453,Ex,Y,SBrkr,1479,0,1479,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,Y,144,29,0,None,2007,WD,Normal,226000,1,3.0,4,4,True,Summer,2932,0
68,68,69,30,RM,47.0,4608,None,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,Gable,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,747,TA,Y,SBrkr,747,0,747,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,Y,0,0,0,None,2010,WD,Normal,80000,1,1.0,65,60,False,Summer,1494,0
69,69,70,50,RL,81.0,15593,None,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,Gable,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,701,1304,TA,Y,SBrkr,1304,983,2287,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,Y,0,21,1,None,2006,WD,Normal,225000,0,2.0,53,53,True,Summer,3591,0
70,70,71,20,RL,95.0,13651,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,Gable,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,343,2223,Ex,Y,SBrkr,2223,0,2223,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,Y,300,0,0,None,2007,WD,Normal,244000,1,3.0,34,34,True,Winter,4446,0
71,71,72,20,RL,69.0,7599,None,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,Gable,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,280,845,TA,Y,SBrkr,845,0,845,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,Y,0,0,0,None,2007,WD,Normal,129500,0,2.0,25,1,False,Summer,1690,0
72,72,73,60,RL,74.0,10141,None,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,832,Gd,Y,SBrkr,885,833,1718,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,Y,0,94,0,None,2009,WD,Normal,185000,1,2.5,11,11,True,Winter,2550,0
73,73,74,20,RL,85.0,10200,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,404,1086,Gd,Y,SBrkr,1086,0,1086,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,490,TA,Y,0,0,0,GdWo,2010,WD,Normal,144900,1,2.0,56,7,False,Spring,2172,0
74,74,75,50,RM,60.0,5790,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,Gambrel,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,840,Gd,N,SBrkr,840,765,1605,3,0,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,379,TA,Y,0,0,1,None,2010,WD,Normal,107400,1,2.0,95,60,False,Spring,2445,0
75,75,76,180,RM,21.0,1596,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,Gable,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,462,TA,Y,SBrkr,526,462,988,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,Y,120,101,0,GdWo,2009,WD,Normal,91000,0,2.0,36,36,True,Fall,1450,0
76,76,77,20,RL,73.0,8475,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,724,952,Ex,Y,FuseA,952,0,952,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,283,TA,Y,0,0,0,None,2008,WD,Normal,135750,1,1.0,52,52,True,Spring,1904,0
77,77,78,50,RM,50.0,8635,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295,672,TA,Y,SBrkr,1072,213,1285,2,1,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,240,TA,Y,0,0,0,MnPrv,2008,WD,Normal,127000,1,2.0,60,7,False,Winter,1957,0
78,78,79,90,RL,72.0,10778,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,Hip,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768,1768,TA,N,SBrkr,1768,0,1768,4,0,TA,8,Typ,0,None,None,0.0,None,0,0,Other,Y,0,0,0,None,2010,WD,Normal,136500,1,2.0,42,42,True,Spring,3536,0
79,79,80,50,RM,60.0,10440,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,Gable,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440,440,Gd,Y,SBrkr,682,548,1230,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,440,TA,Y,74,0,1,MnPrv,2009,WD,Normal,110000,1,1.5,99,28,False,Spring,1670,0
80,80,81,60,RL,100.0,13000,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,Gable,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,448,896,TA,Y,SBrkr,1182,960,2142,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,Y,0,72,0,None,2009,WD,Normal,193500,1,2.5,41,41,True,Summer,3038,0
81,81,82,120,RM,32.0,4500,None,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,Hip,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,36,1237,Ex,Y,SBrkr,1337,0,1337,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,405,TA,Y,0,199,0,None,2006,WD,Normal,153500,1,3.0,8,8,True,Spring,2574,0
82,82,83,20,RL,78.0,10206,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,Gable,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1530,1563,Ex,Y,SBrkr,1563,0,1563,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,Y,144,99,0,None,2008,WD,Normal,245000,1,2.0,1,1,True,Fall,3126,1
83,83,84,20,RL,80.0,8892,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,Gable,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,1065,Gd,Y,SBrkr,1065,0,1065,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,461,TA,Y,74,0,0,None,2007,COD,Normal,126500,1,1.5,47,47,True,Summer,2130,0
84,84,85,80,RL,65.0,8530,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,Gable,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,384,Gd,Y,SBrkr,804,670,1474,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,Y,120,72,0,None,2009,WD,Normal,168500,1,2.5,14,13,False,Spring,1858,0
85,85,86,60,RL,121.0,16059,None,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,Hip,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288,1288,Ex,Y,SBrkr,1301,1116,2417,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,Y,127,82,0,None,2006,WD,Normal,260000,1,2.5,15,14,False,Spring,3705,0
86,86,87,60,RL,122.0,11911,None,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684,684,Ex,Y,SBrkr,684,876,1560,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,Y,100,38,0,None,2009,WD,Normal,174000,1,2.5,4,4,True,Spring,2244,0
87,87,88,160,FV,40.0,3951,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,Gable,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612,612,Ex,Y,SBrkr,612,612,1224,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,Y,0,234,0,None,2009,New,Partial,164500,1,2.5,0,0,True,Summer,1836,1
88,88,89,50,C (all),105.0,8470,None,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,Hip,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,1013,TA,N,SBrkr,1013,0,1526,2,1,Fa,6,Typ,0,None,None,0.0,None,0,0,Other,N,0,0,1,MnPrv,2009,Other,Other,85000,1,1.0,94,27,False,Fall,2026,0
89,89,90,20,RL,60.0,8070,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,402,990,Ex,Y,SBrkr,990,0,990,3,1,TA,5,Typ,0,None,None,0.0,None,0,0,Other,Y,0,0,0,None,2007,WD,Normal,123600,1,2.0,13,12,False,Summer,1980,0
90,90,91,20,RL,60.0,7200,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,None,0,0,TA,Y,FuseA,1040,0,1040,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,420,TA,Y,0,29,0,None,2006,WD,Normal,109900,0,1.0,56,56,True,Summer,1040,0
91,91,92,20,RL,85.0,8500,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,Hip,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,635,1235,TA,Y,SBrkr,1235,0,1235,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,480,TA,Y,0,0,0,GdWo,2006,WD,Other,98600,1,1.0,45,45,True,Winter,2470,0
92,92,93,30,RL,80.0,13360,Grvl,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,163,876,Ex,Y,SBrkr,964,0,964,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,432,TA,Y,0,0,1,None,2009,WD,Normal,163500,1,2.0,88,3,False,Summer,1840,0
93,93,94,190,C (all),60.0,7200,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,Hip,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,168,1214,Ex,N,SBrkr,1260,1031,2291,4,0,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,Y,0,0,0,None,2007,WD,Normal,133900,1,2.5,97,9,False,Fall,3505,0
94,94,95,60,RL,69.0,9337,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,176,824,Ex,Y,SBrkr,905,881,1786,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,684,TA,Y,0,162,0,None,2007,WD,Normal,204750,1,3.5,10,10,True,Spring,2610,0
95,95,96,60,RL,65.0,9765,None,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,Gable,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,370,680,Gd,Y,SBrkr,680,790,1470,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,Y,232,63,0,None,2009,WD,Normal,185000,1,2.5,16,16,True,Spring,2150,0
96,96,97,20,RL,78.0,10264,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,426,1588,Ex,Y,SBrkr,1588,0,1588,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,472,TA,Y,158,29,0,None,2006,WD,Normal,214000,1,2.0,7,7,True,Summer,3176,0
97,97,98,20,RL,73.0,10921,None,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,Hip,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,440,960,TA,Y,FuseF,960,0,960,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,432,TA,P,120,0,0,None,2007,WD,Normal,94750,1,2.0,42,42,True,Spring,1920,0
98,98,99,30,RL,85.0,10625,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,350,458,Fa,N,SBrkr,835,0,835,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,366,Other,Y,0,0,1,None,2010,COD,Other,83000,1,1.0,90,60,False,Spring,1293,0
99,99,100,20,RL,77.0,9320,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,Gable,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,381,950,Fa,Y,SBrkr,1225,0,1225,3,1,TA,6,Typ,0,None,None,0.0,None,0,0,Other,Y,352,0,0,None,2010,WD,Normal,128950,1,2.5,51,51,True,Winter,2175,0
100,100,101,20,RL,80.0,10603,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,Gable,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,410,1610,Gd,Y,SBrkr,1610,0,1610,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,Y,168,68,0,None,2010,WD,Normal,205000,1,3.0,33,9,False,Winter,3220,0
101,101,102,60,RL,77.0,9206,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,Gable,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741,741,TA,Y,SBrkr,977,755,1732,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,Y,192,46,0,None,2010,WD,Normal,178000,1,2.5,25,25,True,Summer,2473,0
102,102,103,90,RL,64.0,7018,None,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,Gable,HdBoard,None,0.0,TA,Fa,Slab,None,None,None,None,None,0,0,TA,Y,SBrkr,1535,0,1535,4,0,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,410,TA,Y,0,0,0,None,2009,WD,Other,118964,1,2.0,30,30,True,Summer,1535,0
103,103,104,20,RL,94.0,10402,None,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226,1226,Ex,Y,SBrkr,1226,0,1226,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,740,TA,Y,0,36,0,None,2010,WD,Normal,198900,1,2.0,1,1,True,Spring,2452,1
104,104,105,50,RM,60.0,7758,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,7,4,Gable,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,816,1040,Ex,Y,FuseF,1226,592,1818,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,Y,0,0,0,None,2007,WD,Normal,169500,1,1.5,76,57,False,Summer,2858,0
105,105,106,60,FV,75.0,9375,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,Hip,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053,1053,Ex,Y,SBrkr,1053,939,1992,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,Y,140,45,0,None,2008,WD,Normal,250000,1,2.5,5,4,False,Summer,3045,0
106,106,107,30,RM,60.0,10800,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,Mansard,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641,641,Gd,Y,SBrkr,1047,0,1047,2,1,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,273,Other,N,0,0,0,None,2007,WD,Normal,100000,1,1.0,122,12,False,Summer,1688,0
107,107,108,20,RM,50.0,6000,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,516,789,Ex,Y,SBrkr,789,0,789,2,1,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,250,TA,Y,0,0,0,None,2008,WD,Partial,115000,1,1.0,60,58,False,Spring,1578,0
108,108,109,50,RM,85.0,8500,None,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,5,7,Gable,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793,793,TA,N,FuseF,997,520,1517,3,1,Fa,7,Typ,0,None,None,0.0,None,0,0,Other,N,0,0,1,None,2007,WD,Normal,115000,0,2.0,88,2,False,Summer,2310,0
109,109,110,20,RL,105.0,11751,None,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,Hip,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1139,1844,Ex,Y,SBrkr,1844,0,1844,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,546,TA,Y,0,122,0,MnPrv,2010,COD,Normal,190000,1,2.0,33,33,True,Winter,3688,0
110,110,111,50,RL,75.0,9525,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,550,994,Gd,Y,SBrkr,1216,639,1855,4,1,TA,7,Typ,0,None,Attchd,1954.0,Unf,1,325,TA,Y,182,0,0,None,2006,WD,Normal,136900,1,2.0,52,34,False,Fall,2849,0
111,111,112,80,RL,65.0,7750,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,134,384,Ex,Y,SBrkr,774,656,1430,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,400,TA,Y,180,0,0,None,2010,WD,Normal,180000,1,2.5,10,10,True,Spring,1814,0
112,112,113,60,RL,77.0,9965,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,280,1264,Ex,Y,SBrkr,1282,1414,2696,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,Y,120,184,0,None,2007,New,Partial,383970,1,3.5,0,0,True,Fall,3960,1
113,113,114,20,RL,74.0,21000,None,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,Hip,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,905,1809,TA,Y,SBrkr,2259,0,2259,3,1,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2,450,TA,Y,166,120,1,MnPrv,2007,COD,Other,217000,1,3.0,54,54,True,Fall,4068,0
114,114,115,70,RL,61.0,7259,None,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,Gambrel,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,104,1028,Ex,Y,SBrkr,1436,884,2320,3,1,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1,180,TA,Y,224,0,0,MnPrv,2007,WD,Normal,259500,1,3.5,62,5,False,Summer,3348,0
115,115,116,160,FV,34.0,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,Gable,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,310,729,Gd,Y,SBrkr,729,729,1458,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2,440,TA,Y,0,32,0,None,2007,WD,Normal,176000,1,2.5,8,8,True,Summer,2187,0
116,116,117,20,RL,71.0,11616,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,Gable,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,252,1092,TA,Y,SBrkr,1092,0,1092,3,1,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1,288,TA,Y,0,20,1,None,2009,WD,Normal,139000,1,1.5,47,47,True,Fall,2184,0
117,117,118,20,RL,74.0,8536,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125,1125,Gd,Y,SBrkr,1125,0,1125,2,1,TA,5,Typ,0,None,Attchd,2007.0,Unf,2,430,TA,Y,80,64,0,None,2007,New,Partial,155000,1,1.5,1,0,False,Spring,2250,1
118,118,119,60,RL,90.0,12376,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,Hip,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,203,1673,Gd,Y,SBrkr,1699,1523,3222,5,1,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3,594,TA,Y,367,0,0,None,2010,WD,Normal,320000,1,4.0,20,20,True,Spring,4895,0
119,119,120,60,RL,65.0,8461,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728,728,Ex,Y,SBrkr,728,728,1456,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,Y,0,24,0,None,2006,New,Partial,163990,1,2.5,1,0,False,Summer,2184,1
120,120,121,80,RL,80.0,21453,None,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,Flat,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,0,938,Ex,Y,SBrkr,988,0,988,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2,540,TA,Y,0,130,0,None,2006,WD,Normal,180000,1,2.0,37,37,True,Fall,1926,0
121,121,122,50,RM,50.0,6060,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,Gable,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,732,732,Gd,Y,SBrkr,772,351,1123,3,1,TA,4,Typ,0,None,Detchd,1979.0,Unf,1,264,TA,P,0,0,1,MnPrv,2007,WD,Normal,100000,1,1.0,68,57,False,Summer,1855,0
